26475	53381
26	50
52	71
50	89
2	97
26	97
28	97
42	97
51	97
57	97
80	97
85	97
12	106
23	106
29	106
46	106
50	106
54	106
57	106
72	106
78	106
79	106
94	106
97	106
97	107
106	107
43	109
3	113
25	113
37	113
82	113
97	116
106	116
97	117
15	130
97	133
106	133
106	135
13	138
19	138
31	138
33	138
34	138
35	138
40	138
44	138
48	138
71	138
73	138
97	138
101	138
106	138
136	138
137	138
19	140
32	140
82	140
127	140
138	140
106	143
140	145
97	147
138	148
84	152
150	152
133	153
138	153
133	154
97	157
97	160
117	160
97	162
133	162
97	164
97	166
133	166
153	166
3	168
25	168
37	168
82	168
113	168
144	170
97	171
106	171
93	174
106	174
171	175
181	182
11	185
18	185
30	185
38	185
58	185
59	185
63	185
84	185
108	185
121	185
138	185
97	188
133	188
134	188
162	188
138	190
185	192
88	193
5	196
39	196
55	196
56	196
64	196
76	196
80	196
81	196
86	196
87	196
91	196
96	196
97	196
98	196
99	196
104	196
106	196
138	196
140	196
157	196
158	196
159	196
185	196
5	197
76	197
133	197
196	197
56	198
96	198
196	198
197	198
196	199
197	199
198	199
106	200
33	202
58	204
63	204
106	204
129	204
151	204
152	204
155	204
169	204
170	204
179	204
181	204
182	204
184	204
204	205
114	206
152	206
156	206
178	206
180	206
181	206
182	206
184	206
206	208
97	213
134	213
140	214
97	215
196	215
6	221
133	221
97	228
160	228
171	229
196	229
147	230
171	231
97	232
196	233
196	234
97	240
106	240
201	240
231	240
232	240
171	241
176	241
196	241
133	244
197	244
243	244
244	245
97	251
133	251
244	252
244	253
97	254
244	255
244	256
133	257
197	257
244	257
244	258
133	259
197	259
244	259
127	261
140	261
198	270
201	270
31	272
2	277
3	277
5	277
17	277
36	277
50	277
64	277
71	277
72	277
76	277
79	277
89	277
90	277
91	277
97	277
106	277
118	277
124	277
138	277
140	277
159	277
165	277
171	277
196	277
197	277
198	277
226	277
240	277
185	279
97	281
196	281
277	282
140	285
133	286
197	286
232	286
240	286
277	286
277	287
97	289
133	289
196	290
197	290
51	291
97	291
133	291
138	291
177	291
197	291
232	291
244	291
278	291
286	291
27	292
78	292
97	292
106	292
196	292
240	292
97	293
133	293
196	294
56	295
138	296
153	296
85	297
97	297
106	297
133	297
138	297
162	297
166	297
171	297
188	297
196	297
197	297
213	297
221	297
240	297
251	297
254	297
259	297
277	297
286	297
291	297
140	304
174	304
204	305
196	307
106	308
196	308
196	309
197	309
273	311
196	314
185	317
204	317
204	320
204	329
204	338
204	340
185	342
204	342
204	344
185	346
204	350
204	353
185	355
204	356
204	358
204	360
185	361
204	363
204	364
204	365
297	367
370	371
370	372
370	373
371	374
369	376
370	376
376	377
376	378
369	379
371	379
376	379
204	381
206	381
185	382
204	383
204	384
206	385
206	386
206	387
206	388
206	389
277	391
185	392
196	394
196	395
196	396
197	396
196	397
106	398
133	398
138	398
171	398
196	398
197	398
198	398
240	398
277	398
297	398
196	399
196	400
197	400
297	400
196	401
197	402
291	402
196	404
197	404
140	405
97	409
204	417
167	421
420	421
9	422
97	422
106	422
277	423
106	424
140	425
188	427
196	428
277	428
146	429
211	429
274	429
297	429
106	430
97	432
277	432
276	438
196	439
291	439
62	440
97	440
196	440
398	440
277	441
277	442
277	443
277	444
97	446
70	447
277	447
196	448
196	449
48	451
138	451
133	455
127	459
140	459
97	463
133	463
187	463
209	463
246	463
247	463
248	463
249	463
250	463
251	463
263	463
277	463
436	463
196	465
277	466
277	467
390	467
467	468
467	469
244	471
97	474
133	474
291	474
97	475
133	475
277	475
106	477
277	478
101	479
152	480
196	480
197	480
277	480
369	480
370	480
371	480
375	480
376	480
378	480
417	480
97	483
277	484
196	485
297	492
106	493
204	494
277	495
277	497
130	498
277	501
206	502
206	503
196	504
43	505
507	508
277	509
508	509
196	510
198	511
492	512
97	520
196	521
463	522
133	525
97	526
196	526
196	528
197	528
277	531
196	532
491	534
97	540
97	541
297	541
133	543
197	543
286	543
266	546
540	546
196	547
197	547
291	547
429	547
540	549
106	550
196	550
97	553
20	554
26	554
41	554
83	554
97	554
101	554
106	554
141	554
168	554
292	554
523	554
19	555
20	555
26	555
41	555
83	555
101	555
122	555
138	555
141	555
168	555
407	555
524	555
554	555
196	556
277	558
289	560
196	561
277	561
197	563
197	564
196	566
197	566
291	566
536	567
97	571
133	571
217	571
218	571
219	571
220	571
222	571
291	571
299	571
301	571
408	571
410	571
411	571
412	571
413	571
414	571
486	571
487	571
488	571
489	571
490	571
491	571
535	571
567	571
568	571
569	571
571	572
571	573
571	574
571	575
196	576
277	576
106	577
277	579
44	580
97	580
138	580
277	580
418	580
106	583
196	583
242	583
571	584
300	585
571	585
480	586
571	587
571	588
571	589
571	590
571	591
571	592
216	594
571	594
97	595
204	596
447	597
463	598
97	599
599	600
27	601
33	601
97	601
106	601
113	601
138	601
140	601
171	601
196	601
198	601
240	601
277	601
286	601
291	601
292	601
398	601
439	601
543	601
196	602
554	602
601	602
602	603
602	605
601	609
96	610
601	613
601	614
602	614
33	615
89	615
97	615
106	615
138	615
171	615
198	615
201	615
240	615
277	615
286	615
292	615
439	615
440	615
554	615
601	615
602	615
609	615
612	615
613	615
614	615
196	616
198	616
601	616
615	616
611	617
615	617
601	618
601	619
615	619
601	620
615	620
277	621
297	621
601	621
615	621
196	622
197	625
291	625
492	628
74	630
100	630
196	633
440	635
196	636
524	636
106	637
106	638
171	641
240	641
289	646
646	647
97	650
111	650
153	650
196	650
197	650
297	650
390	650
421	650
454	650
463	651
133	653
291	653
480	656
196	657
97	659
106	659
138	660
101	661
273	662
97	665
601	665
630	666
171	667
663	669
92	671
97	671
133	671
196	671
197	671
201	671
297	671
472	671
564	671
106	672
270	672
583	672
601	672
615	672
97	676
660	676
599	677
196	680
196	682
97	683
481	686
481	687
480	690
204	692
196	693
106	694
198	695
270	695
277	695
565	695
106	696
97	697
133	697
270	700
277	701
97	702
106	702
138	702
171	702
196	702
240	702
273	702
277	702
293	702
297	702
311	702
398	702
526	702
543	702
554	702
601	702
615	702
624	702
680	702
696	702
196	703
197	703
390	704
650	705
390	706
583	707
390	708
390	709
390	711
390	712
390	713
390	714
266	717
297	718
651	718
133	720
551	720
97	721
97	722
473	722
97	723
133	723
291	723
540	725
97	726
297	726
719	726
669	727
106	732
643	733
555	736
451	737
33	740
196	740
197	740
199	740
671	740
138	741
555	741
601	741
602	741
